99022.0, -99997.0, -18240.0
45731.0, -99995.0, 26426.0
60135.0, -99991.0, 43282.0
77038.0, -99972.0, 88792.0
3888.0, -99909.0, 97541.0
19903.0, -99841.0, 97902.0
66344.0, -99078.0, 99926.0
63194.0, -95262.0, 99978.0
83371.0, -92217.0, 99996.0
20606.0, -65820.0, 99997.0
78145.0, 67141.0, 99999.0
98920.0, 87972.0, 99994.0
88172.0, 95665.0, 99988.0
47823.0, 97132.0, 99857.0
48369.0, 98518.0, 99642.0
73735.0, 98884.0, 99467.0
49796.0, 99955.0, 97543.0
52414.0, 99985.0, 88908.0
5336.0, 99997.0, 66102.0
94450.0, 99993.0, -54237.0
13489.0, 99989.0, -62027.0
37622.0, 99973.0, -91294.0
57107.0, 99958.0, -93534.0
62870.0, 99893.0, -99463.0
98010.0, 99750.0, -99735.0
38432.0, 99553.0, -99870.0
96584.0, 96925.0, -99981.0
95851.0, 86382.0, -99984.0
22421.0, -27419.0, -100000.0
48569.0, -84692.0, -99997.0
17327.0, -99327.0, -99975.0
38080.0, -99524.0, -99823.0
80726.0, -100000.0, -99343.0
