50
1, 46, 20
2, 21, -41
3, 3, -26
4, -30, -45
5, 31, -35
6, 46, -36
7, 33, -19
8, -48, -49
9, 49, 29
10, 44, -20
11, 2, 42
12, 37, -40
13, 0, 48
14, -30, 28
15, 44, 0
16, -4, -19
17, -43, -21
18, 42, -44
19, 27, -35
20, -22, 48
21, 25, 27
22, 21, -30
23, 30, -14
24, -12, 2
25, -30, -30
26, 20, -43
27, 27, 43
28, -43, -45
29, -33, 18
30, -11, 32
31, -50, 29
32, 16, 3
33, 12, -20
34, 0, -11
35, 13, -11
36, 44, -47
37, -46, 5
38, 23, 8
39, 4, -3
40, 9, -8
41, 0, -34
42, 4, 30
43, 26, -26
44, 18, 26
45, 4, -33
46, -2, 34
47, -26, 36
48, 18, 24
49, -34, -17
50, -4, -1
